Region,Product_Category,Warehouse_Type,Supplier_Type,Transportation_Mode,Demand_Level_Category,Inventory_Status,Demand_Units,Forecasted_Demand_Units,Inventory_Level_Units,Reorder_Point,Lead_Time_Days,Transportation_Cost_USD,Holding_Cost_USD,Stockout_Incidents,Order_Fulfillment_Time_Days,Supplier_Reliability_Score,Demand_Forecast_Accuracy,Inventory_Turnover_Ratio,Supply_Chain_Efficiency_Index,Inventory_Risk_Score,Logistics_Performance_Index
North,Industrial Supplies,Regional,Local,Road,Medium,Optimal,751,750.0,733.0,592,6.56,1390.25,1285.37,3,5.09,79.29,99.87,1.02,83.02,16.61,80.76
North,Home Goods,Regional,International,Air,Low,Optimal,805,864.0,617.0,478,3.83,1767.91,1035.34,1,1.59,84.06,92.67,1.3,89.64,10.1,88.42
South,FMCG,Regional,Local,Road,High,Stockout Risk,2637,2332.0,2941.0,1176,11.51,4161.64,2005.51,1,4.74,97.71,88.43,0.9,88.42,19.47,81.32
South,Home Goods,Local,International,Sea,Low,Stockout Risk,802,700.0,574.0,794,27.57,2614.63,672.53,4,17.32,93.03,87.28,1.4,67.6,45.99,57.92
East,FMCG,Central,Distributor,Sea,Medium,Optimal,2248,2855.0,2579.0,2590,18.24,7099.12,2726.01,3,7.08,76.9,73.0,0.87,71.03,39.04,64.39
North,Home Goods,Local,Local,Road,High,Optimal,1535,1417.0,1897.0,1235,3.38,2437.46,1233.43,2,2.48,92.61,92.31,0.81,88.54,13.12,87.84
West,FMCG,Central,Local,Road,Medium,Optimal,2472,2763.0,1893.0,1723,15.56,5831.78,2335.82,3,5.95,87.93,88.23,1.31,80.25,30.27,72.55
North,Industrial Supplies,Central,Local,Road,Low,Optimal,1020,1032.0,850.0,761,10.72,1589.18,1163.72,3,5.1,77.52,98.82,1.2,82.2,21.19,79.81
East,Apparel,Central,International,Road,High,Optimal,1755,1727.0,2179.0,1268,23.37,4083.0,1698.16,1,12.21,90.79,98.4,0.81,82.71,27.34,64.47
North,FMCG,Central,International,Road,Low,Overstocked,1390,1131.0,2089.0,762,20.11,2447.83,4418.2,1,12.26,69.58,81.37,0.67,71.39,30.9,61.35
East,Industrial Supplies,Local,International,Air,Low,Stockout Risk,810,908.0,611.0,729,15.9,3054.68,960.01,5,3.99,91.31,87.9,1.33,78.49,37.41,83.17
South,Electronics,Regional,Local,Air,Medium,Overstocked,1497,1428.0,2243.0,1168,14.31,7179.28,4412.47,2,4.63,78.46,95.39,0.67,83.93,22.82,69.6
South,FMCG,Central,Local,Air,Medium,Optimal,1722,2190.0,2295.0,1616,14.76,8646.45,3014.32,1,7.36,87.22,72.82,0.75,77.71,28.96,63.76
West,Apparel,Local,International,Road,Low,Overstocked,437,455.0,505.0,653,16.99,850.63,384.14,0,8.4,63.46,95.88,0.87,81.02,18.64,70.5
North,FMCG,Regional,Distributor,Air,Medium,Optimal,652,674.0,518.0,451,3.16,2027.77,882.64,0,1.0,74.94,96.63,1.26,91.56,4.51,86.33
East,FMCG,Regional,Local,Road,High,Optimal,2974,3298.0,3985.0,2138,6.17,3446.01,7077.56,3,2.92,92.08,89.11,0.75,84.62,20.53,84.74
North,Industrial Supplies,Local,Distributor,Sea,Medium,Overstocked,726,642.0,886.0,617,5.54,1966.53,894.4,1,5.59,74.33,88.43,0.82,81.72,13.5,77.1
North,Home Goods,Central,Local,Air,Medium,Stockout Risk,1273,1561.0,686.0,882,4.43,5838.17,1447.42,2,3.38,76.76,77.38,1.86,78.45,20.15,74.33
West,Electronics,Regional,International,Road,Medium,Optimal,744,558.0,1106.0,710,21.13,1695.35,1277.61,0,15.14,66.07,75.0,0.67,67.63,31.13,56.07
North,Apparel,Central,Local,Road,Low,Overstocked,750,735.0,1443.0,463,7.2,1033.92,1164.52,3,3.2,93.01,98.0,0.52,87.69,18.0,89.39
South,Electronics,Local,International,Sea,Low,Optimal,495,542.0,621.0,633,30.0,894.15,574.67,1,18.15,77.36,90.51,0.8,70.65,37.13,55.08
East,FMCG,Central,Local,Road,High,Optimal,1374,1367.0,1432.0,1221,14.6,2449.73,2695.36,0,6.53,93.46,99.49,0.96,91.66,14.8,79.97
South,FMCG,Regional,International,Road,High,Stockout Risk,2091,2272.0,2143.0,1488,15.69,4146.61,2651.08,3,7.8,83.39,91.34,0.98,78.35,29.15,70.94
North,Electronics,Local,Local,Sea,Medium,Stockout Risk,1826,1911.0,1607.0,1644,10.36,4295.84,2836.33,3,5.03,77.68,95.35,1.14,81.1,22.22,74.46
North,Industrial Supplies,Local,Local,Sea,Low,Optimal,778,649.0,861.0,467,11.28,2494.17,1439.79,1,6.87,72.42,83.42,0.9,78.21,21.25,72.89
South,Home Goods,Local,Distributor,Road,Medium,Optimal,755,816.0,565.0,518,7.52,1651.73,755.32,1,3.04,82.38,91.92,1.34,87.5,14.09,85.26
West,FMCG,Regional,Local,Road,High,Overstocked,3160,3142.0,4457.0,2566,9.76,3607.78,4220.31,0,3.94,68.73,99.43,0.71,88.04,9.99,75.36
East,Industrial Supplies,Regional,International,Air,High,Optimal,151,128.0,227.0,465,20.79,768.78,415.4,3,12.0,62.05,84.77,0.67,66.52,36.88,63.04
South,Industrial Supplies,Local,Distributor,Road,Medium,Stockout Risk,1029,1081.0,468.0,777,12.9,1941.54,380.66,2,5.0,96.87,94.95,2.2,88.01,21.59,85.09
East,Apparel,Local,Local,Road,High,Optimal,2229,2545.0,3265.0,1339,5.53,2948.44,3973.65,2,2.69,71.03,85.82,0.68,80.66,17.87,79.9
South,FMCG,Regional,Local,Air,High,Optimal,2970,2837.0,3293.0,1677,4.44,14668.74,6114.2,0,2.53,87.57,95.52,0.9,92.79,6.23,61.21
West,Home Goods,Local,Local,Road,Low,Overstocked,614,659.0,1069.0,560,7.87,663.25,984.72,0,2.89,88.24,92.67,0.57,91.6,10.8,89.34
North,Industrial Supplies,Central,Distributor,Road,Low,Optimal,823,1007.0,943.0,821,7.98,927.5,1377.07,1,4.74,92.74,77.64,0.87,83.4,20.26,86.45
West,Electronics,Local,Distributor,Air,Medium,Optimal,1742,1710.0,2455.0,1483,10.91,5540.27,2995.86,0,2.19,84.34,98.16,0.71,93.25,11.64,79.59
West,FMCG,Regional,Local,Air,Low,Overstocked,1536,1607.0,1978.0,1218,4.42,5821.69,2609.86,1,3.26,83.69,95.38,0.78,88.82,9.6,76.68
North,Industrial Supplies,Regional,Local,Road,Medium,Optimal,819,639.0,1182.0,630,15.28,1465.96,989.01,2,9.84,95.56,78.02,0.69,76.91,30.74,75.99
East,FMCG,Local,Distributor,Road,Medium,Optimal,1202,1204.0,917.0,958,16.46,2221.9,1237.39,3,8.65,72.95,99.83,1.31,77.86,26.53,70.04
South,Industrial Supplies,Local,International,Sea,Low,Stockout Risk,484,442.0,498.0,437,19.56,1282.34,350.93,5,11.64,87.41,91.32,0.97,71.06,39.7,70.32
North,Apparel,Central,Local,Sea,Medium,Overstocked,1721,1596.0,1966.0,1186,22.18,3919.58,2551.9,1,8.91,69.4,92.74,0.88,78.68,28.42,64.98
South,FMCG,Central,Distributor,Road,Medium,Optimal,1491,1603.0,2093.0,1024,16.47,2993.89,2013.35,3,9.34,95.93,92.49,0.71,80.35,29.47,73.98
North,Apparel,Local,International,Sea,High,Optimal,1480,1707.0,1291.0,1668,27.36,2049.77,1913.55,0,10.79,93.97,84.66,1.15,82.33,33.5,72.42
North,Industrial Supplies,Local,Distributor,Road,Low,Optimal,640,634.0,634.0,541,9.4,1478.9,781.31,0,5.32,87.02,99.06,1.01,91.11,9.78,82.44
North,FMCG,Central,Local,Sea,Low,Overstocked,399,492.0,521.0,566,14.83,589.93,468.18,0,8.39,96.88,76.69,0.77,82.67,24.15,81.08
East,FMCG,Regional,Local,Sea,High,Optimal,3781,3596.0,5256.0,1868,10.62,7543.21,7919.66,2,10.19,78.75,95.11,0.72,78.34,19.24,57.82
West,Electronics,Local,International,Sea,Medium,Optimal,2187,2009.0,2157.0,1860,23.92,2986.06,1427.91,1,13.39,80.23,91.86,1.01,76.6,30.51,61.18
South,Electronics,Central,International,Road,High,Stockout Risk,2444,2717.0,2057.0,2058,13.44,5806.32,3255.62,3,10.64,87.23,88.83,1.19,75.59,27.91,63.01
South,FMCG,Local,Local,Sea,Low,Optimal,1249,1352.0,1385.0,1072,18.84,3430.27,1699.88,3,13.92,97.43,91.75,0.9,75.88,32.14,64.37
South,Industrial Supplies,Regional,Local,Road,Medium,Stockout Risk,1093,1120.0,1153.0,792,2.82,875.5,1226.92,4,2.15,90.58,97.53,0.95,85.74,17.14,91.08
East,FMCG,Regional,International,Sea,Medium,Overstocked,1657,1874.0,1866.0,1775,20.91,1887.48,2187.0,0,8.94,79.33,86.9,0.89,81.31,26.15,72.06
South,Apparel,Regional,Local,Road,Medium,Optimal,1160,1015.0,1259.0,883,6.2,1410.17,1479.87,1,2.86,74.37,87.5,0.92,84.14,14.53,83.71
East,Electronics,Regional,Distributor,Air,High,Overstocked,1563,1750.0,2348.0,1132,8.48,3956.2,2594.13,0,5.34,71.58,88.04,0.67,83.37,13.27,72.7
South,FMCG,Central,Local,Road,Low,Stockout Risk,1335,1564.0,911.0,1025,9.92,1109.3,2028.71,4,3.95,76.24,82.85,1.47,75.22,30.11,82.7
North,Electronics,Central,Local,Road,Medium,Overstocked,1367,1366.0,1902.0,882,7.97,1201.31,4284.05,2,5.21,75.95,99.93,0.72,84.31,14.67,79.91
North,Industrial Supplies,Local,Local,Road,Low,Optimal,867,781.0,662.0,700,3.11,2039.31,1146.7,0,3.17,76.97,90.08,1.31,87.6,7.08,82.58
East,Apparel,Central,Distributor,Road,Low,Overstocked,589,503.0,834.0,660,13.56,1182.17,1778.98,0,9.21,79.06,85.4,0.71,80.44,19.4,72.88
East,Industrial Supplies,Local,International,Sea,Medium,Optimal,1002,1265.0,953.0,1145,15.01,3000.49,754.41,1,10.1,86.23,73.75,1.05,75.05,28.84,69.53
South,Home Goods,Local,Local,Road,High,Overstocked,1967,2156.0,2389.0,1722,17.28,4575.49,4046.98,0,6.25,94.96,90.39,0.82,89.13,21.12,76.63
South,Industrial Supplies,Central,Local,Road,Medium,Stockout Risk,1385,1222.0,442.0,876,2.32,2407.87,883.34,3,2.23,84.56,88.23,3.13,83.12,17.03,85.98
West,Home Goods,Central,Distributor,Road,Medium,Optimal,1822,1883.0,2224.0,1184,4.4,1742.42,4772.38,2,2.96,74.22,96.65,0.82,84.98,12.41,82.78
East,Industrial Supplies,Central,Local,Road,High,Overstocked,2165,2414.0,3344.0,1622,11.64,4179.76,4521.33,0,7.98,68.44,88.5,0.65,80.1,16.24,66.02
East,Industrial Supplies,Local,International,Road,Medium,Optimal,673,570.0,767.0,588,12.9,1516.69,1285.75,2,7.27,71.87,84.7,0.88,75.9,25.69,73.92
South,FMCG,Regional,International,Road,Medium,Stockout Risk,1283,1166.0,1361.0,924,21.65,2232.99,1558.55,2,9.9,66.16,90.88,0.94,74.0,31.96,65.48
West,FMCG,Regional,Local,Sea,Medium,Overstocked,1510,1147.0,2559.0,841,17.56,2381.7,4384.19,1,9.36,89.86,75.96,0.59,77.47,30.51,73.37
South,Industrial Supplies,Central,International,Road,High,Overstocked,1536,1347.0,2574.0,1043,25.26,2821.31,3585.49,0,12.08,71.39,87.7,0.6,76.46,30.18,61.49
East,FMCG,Central,International,Sea,Low,Optimal,1198,1053.0,1531.0,957,21.88,1624.41,3073.11,1,8.54,68.94,87.9,0.78,77.24,30.05,70.28
West,Electronics,Regional,Local,Road,Medium,Optimal,189,210.0,171.0,363,15.14,195.8,182.06,0,8.39,96.64,88.89,1.11,86.88,19.58,81.81
West,Apparel,Central,Distributor,Sea,Low,Overstocked,573,648.0,777.0,618,19.48,1677.21,1778.03,4,13.24,79.06,86.91,0.74,68.05,38.05,63.81
South,Home Goods,Regional,Distributor,Sea,Low,Stockout Risk,562,549.0,429.0,555,12.85,1821.06,629.44,3,7.8,94.61,97.69,1.31,83.38,23.78,79.06
North,Industrial Supplies,Central,International,Air,Medium,Optimal,1028,1078.0,1306.0,804,15.13,3925.34,2358.46,1,7.31,83.83,95.14,0.79,84.72,20.41,72.5
North,Electronics,Local,Local,Sea,High,Stockout Risk,1383,1415.0,1418.0,1627,22.92,3097.22,1940.39,7,14.23,70.08,97.69,0.98,61.93,47.18,56.23
North,FMCG,Regional,Local,Road,Medium,Stockout Risk,915,924.0,791.0,578,8.24,1928.43,660.4,4,5.02,85.84,99.02,1.16,82.21,21.97,81.77
West,Home Goods,Regional,International,Sea,Low,Optimal,664,603.0,494.0,922,28.95,965.18,368.07,1,16.36,84.49,90.81,1.34,74.32,35.96,60.65
South,Industrial Supplies,Regional,Local,Air,Medium,Overstocked,1157,1287.0,1838.0,912,1.41,5873.27,2362.97,0,1.0,86.18,88.76,0.63,91.61,5.9,81.84
West,Home Goods,Regional,International,Air,Low,Overstocked,975,1054.0,1541.0,1037,13.76,1872.31,1853.99,0,6.33,91.4,91.9,0.63,88.68,17.0,80.93
East,Industrial Supplies,Local,Distributor,Sea,Medium,Overstocked,1558,1472.0,2867.0,1334,20.37,3909.93,4989.07,2,11.76,74.51,94.48,0.54,75.49,29.24,60.84
East,FMCG,Central,International,Road,Medium,Overstocked,1947,1887.0,3090.0,1873,17.47,1814.94,4016.29,0,10.1,88.26,96.92,0.63,85.89,18.7,72.57
South,Electronics,Regional,Distributor,Road,High,Optimal,2275,1996.0,2387.0,1700,5.59,4973.78,3556.42,1,2.33,84.9,87.74,0.95,87.38,13.83,80.64
North,Home Goods,Central,Local,Road,Medium,Overstocked,904,929.0,998.0,827,9.35,1563.16,991.12,0,3.27,96.98,97.23,0.91,95.01,10.46,89.36
North,Industrial Supplies,Local,Distributor,Road,High,Optimal,1424,1408.0,1306.0,1186,4.68,2933.01,1171.03,1,4.04,92.64,98.88,1.09,91.51,8.46,83.71
West,Apparel,Regional,Local,Road,Low,Optimal,909,1073.0,1355.0,962,12.72,1038.56,2554.65,1,10.17,86.3,81.96,0.67,77.87,23.27,73.43
West,FMCG,Local,Local,Road,Low,Overstocked,778,847.0,1121.0,893,17.16,1347.98,676.89,0,7.89,78.08,91.13,0.69,83.53,20.71,74.89
West,FMCG,Regional,Local,Sea,Medium,Overstocked,1881,1565.0,2693.0,1076,12.93,2391.55,3802.75,0,7.51,75.83,83.2,0.7,80.57,19.65,72.84
South,Industrial Supplies,Local,Local,Sea,Low,Overstocked,1035,961.0,1134.0,704,12.89,2949.77,1937.24,0,7.4,98.83,92.85,0.91,89.8,15.75,78.82
West,FMCG,Central,Local,Air,Low,Optimal,1349,1284.0,965.0,881,1.0,3726.63,1943.58,3,1.0,78.65,95.18,1.4,85.31,12.93,83.97
South,Industrial Supplies,Local,Local,Sea,High,Optimal,2061,1677.0,2054.0,1104,11.6,2852.04,3686.88,2,9.51,78.2,81.37,1.0,74.08,25.72,68.61
West,Industrial Supplies,Local,International,Road,Low,Stockout Risk,411,396.0,321.0,704,25.04,631.13,241.6,2,6.98,77.28,96.35,1.28,81.62,33.17,77.93
North,Apparel,Local,Distributor,Sea,Medium,Stockout Risk,1520,1535.0,1080.0,1261,13.47,2024.54,1262.83,2,9.66,96.29,99.01,1.41,84.62,20.53,75.43
East,Apparel,Local,Local,Sea,High,Optimal,1390,1465.0,1842.0,1035,11.07,3491.34,1744.54,2,5.88,85.7,94.6,0.75,84.21,19.89,76.81
North,Electronics,Local,Local,Road,Medium,Optimal,1582,1589.0,2204.0,1374,16.43,1636.07,3190.26,0,8.78,92.97,99.56,0.72,89.31,16.61,76.98
South,FMCG,Local,Local,Sea,Low,Stockout Risk,1528,1166.0,1554.0,924,21.05,2220.57,1392.96,2,13.13,72.77,76.31,0.98,67.33,37.19,61.03
North,Home Goods,Regional,Local,Road,Medium,Optimal,1374,1212.0,1019.0,1079,9.23,2937.42,1957.64,2,6.41,83.71,88.21,1.35,80.95,20.61,76.29
North,Home Goods,Local,Local,Road,Medium,Stockout Risk,890,854.0,838.0,683,12.69,1067.55,1177.55,4,3.11,81.62,95.96,1.06,81.99,27.64,86.08
West,FMCG,Central,Distributor,Sea,High,Optimal,2306,2378.0,2804.0,2403,20.16,6219.24,2204.44,0,12.49,71.67,96.88,0.82,79.34,21.41,53.8
West,Electronics,Central,Local,Sea,Medium,Optimal,1355,1446.0,1090.0,834,10.0,2966.53,2406.83,1,10.96,81.12,93.28,1.24,79.75,16.02,66.35
West,Apparel,Local,International,Road,Medium,Optimal,747,859.0,1040.0,816,15.68,1581.12,1402.66,1,10.46,77.89,85.01,0.72,76.54,25.01,69.21
North,Apparel,Local,Distributor,Sea,Low,Overstocked,700,592.0,1046.0,670,17.73,1052.08,1582.86,0,7.86,73.51,84.57,0.67,80.12,23.9,74.18
North,Home Goods,Central,Local,Air,Medium,Overstocked,702,560.0,882.0,471,1.83,2122.05,766.69,0,1.52,71.57,79.77,0.8,84.29,9.92,84.09
North,FMCG,Local,Local,Road,Low,Stockout Risk,828,784.0,770.0,696,7.02,1971.44,427.56,1,4.15,97.44,94.69,1.08,91.13,12.48,86.9
North,Electronics,Local,Local,Sea,High,Stockout Risk,794,808.0,523.0,788,20.21,2173.44,932.63,3,8.74,90.14,98.24,1.52,81.51,30.92,75.12
East,Apparel,Regional,Local,Road,High,Overstocked,1759,1967.0,3039.0,1048,4.06,3685.22,3804.84,0,3.34,85.27,88.18,0.58,88.84,8.79,81.36
West,Industrial Supplies,Regional,International,Road,Medium,Optimal,1004,806.0,1346.0,873,13.57,905.81,1346.33,0,4.87,63.99,80.28,0.75,79.23,21.46,77.6
North,Apparel,Regional,Local,Sea,High,Stockout Risk,1115,1409.0,1196.0,783,12.52,1830.19,986.89,4,10.13,99.0,73.63,0.93,71.5,36.4,75.7
West,Industrial Supplies,Regional,Local,Sea,Medium,Overstocked,1002,905.0,1329.0,735,12.28,1618.14,1787.49,1,7.25,77.16,90.32,0.75,81.43,19.49,75.34
East,FMCG,Regional,Local,Air,Low,Overstocked,905,811.0,1645.0,420,1.77,3660.86,2473.38,1,1.25,94.97,89.61,0.55,91.63,9.26,88.5
North,Apparel,Regional,International,Sea,Low,Optimal,776,761.0,677.0,614,24.81,1263.11,1205.56,1,11.7,65.48,98.07,1.15,76.77,28.92,63.66
North,Home Goods,Local,Distributor,Road,Medium,Stockout Risk,1120,1063.0,564.0,616,5.9,2230.31,429.22,3,2.98,65.07,94.91,1.99,79.84,17.94,79.0
North,Electronics,Regional,Distributor,Air,High,Overstocked,1594,1682.0,2271.0,1307,11.64,5317.27,3336.18,0,6.11,72.47,94.48,0.7,85.08,13.85,68.65
East,FMCG,Central,Local,Road,High,Overstocked,3356,3675.0,4608.0,2524,15.83,5065.31,8046.52,0,7.91,78.36,90.49,0.73,83.35,19.63,67.33
South,Apparel,Central,International,Sea,Low,Optimal,510,500.0,716.0,560,18.67,776.81,1334.31,0,7.63,74.16,98.04,0.71,85.22,19.45,75.4
West,FMCG,Central,Distributor,Road,Medium,Optimal,1387,1422.0,1611.0,887,8.38,2834.98,2771.05,1,4.78,95.97,97.48,0.86,91.11,12.72,83.43
North,Apparel,Central,Local,Road,Medium,Optimal,1215,1347.0,1600.0,1214,15.41,1494.19,2213.17,1,8.93,70.77,89.14,0.76,77.74,23.09,70.32
South,FMCG,Central,Distributor,Road,Medium,Optimal,1841,1838.0,1824.0,1474,8.56,1910.34,3756.31,1,6.91,80.23,99.84,1.01,85.87,11.96,76.34
West,Electronics,Central,Local,Road,Medium,Overstocked,1733,1296.0,2298.0,1178,5.09,4152.65,2599.29,2,5.2,97.2,74.78,0.75,80.83,21.84,80.27
West,Apparel,Regional,Local,Road,Low,Optimal,756,788.0,1020.0,793,10.92,782.77,1357.1,3,4.87,97.6,95.77,0.74,86.38,22.61,87.94
South,Home Goods,Central,International,Road,Low,Optimal,493,511.0,555.0,326,8.01,443.36,983.66,2,4.06,83.36,96.35,0.89,86.06,16.14,85.98
East,Industrial Supplies,Central,Distributor,Sea,Medium,Optimal,1354,1334.0,1235.0,916,8.97,2782.78,2530.84,2,5.65,73.52,98.52,1.1,82.77,16.23,75.06
East,FMCG,Local,Local,Road,Low,Stockout Risk,929,979.0,674.0,529,2.62,2073.3,428.78,5,1.0,72.09,94.62,1.38,79.03,21.44,85.39
North,Apparel,Regional,Local,Air,High,Optimal,633,581.0,541.0,628,13.37,2705.17,903.75,0,6.84,68.34,91.79,1.17,82.37,16.66,71.29
East,Industrial Supplies,Central,International,Road,Medium,Stockout Risk,1514,1759.0,1521.0,1561,26.99,2393.97,1959.73,4,15.52,72.16,83.82,1.0,62.97,46.8,55.71
West,FMCG,Local,International,Road,Medium,Overstocked,1373,1088.0,1643.0,1119,16.64,2489.27,1996.99,1,9.06,70.35,79.24,0.84,74.04,28.28,67.89
North,Apparel,Local,Distributor,Road,High,Optimal,1303,1160.0,1909.0,732,13.46,1349.77,1177.37,0,7.0,77.0,89.03,0.68,83.41,17.85,76.34
West,Apparel,Central,International,Road,Medium,Overstocked,1627,1303.0,2615.0,979,22.63,1861.75,2729.91,1,8.16,84.01,80.09,0.62,78.65,33.93,75.08
East,Apparel,Central,Distributor,Road,Medium,Optimal,1260,1073.0,1389.0,556,5.17,1649.5,1694.52,1,4.42,68.12,85.16,0.91,80.19,14.44,78.22
West,Home Goods,Local,Local,Sea,Medium,Overstocked,1344,1273.0,2403.0,932,14.72,2504.33,3896.38,7,12.1,87.81,94.72,0.56,67.45,40.17,67.02
East,Electronics,Regional,Local,Sea,Medium,Overstocked,1146,1197.0,1814.0,1078,20.3,3814.16,2145.73,2,11.89,97.56,95.55,0.63,81.5,28.75,67.69
East,Home Goods,Local,International,Air,Medium,Stockout Risk,1330,1319.0,1418.0,1039,7.43,2974.82,2517.97,3,2.16,67.04,99.17,0.94,82.64,17.76,79.71
North,Industrial Supplies,Local,International,Road,High,Optimal,1867,2330.0,2091.0,1423,16.46,2112.69,1446.38,2,10.67,62.92,75.2,0.89,66.94,33.05,63.22
North,FMCG,Central,Distributor,Road,Medium,Stockout Risk,1213,1286.0,1030.0,929,13.4,2345.12,1331.02,3,5.96,77.4,93.98,1.18,79.62,25.81,76.5
West,FMCG,Local,Local,Road,Low,Optimal,1153,1439.0,1060.0,1021,2.16,2035.31,589.11,2,1.0,78.37,75.2,1.09,80.47,18.75,87.35
North,Industrial Supplies,Central,Local,Road,High,Overstocked,1558,1732.0,2612.0,1037,14.02,2775.39,3203.3,1,6.44,97.07,88.83,0.6,86.7,21.82,80.56
West,FMCG,Regional,Distributor,Road,Low,Optimal,1368,1469.0,1462.0,1120,17.63,1929.15,906.06,1,6.31,84.45,92.62,0.94,85.0,23.92,78.77
South,Apparel,Central,Local,Road,Low,Optimal,1077,1348.0,1359.0,1230,14.03,1819.45,1750.15,2,10.1,73.34,74.84,0.79,69.98,30.76,68.08
East,Apparel,Regional,Local,Road,Low,Optimal,246,213.0,342.0,225,6.25,227.15,529.2,1,3.16,90.64,86.59,0.72,87.58,14.95,90.41
East,Home Goods,Regional,International,Road,Low,Optimal,551,573.0,773.0,583,21.94,660.98,1115.66,1,6.41,62.31,96.01,0.71,80.55,26.87,74.52
East,Home Goods,Regional,Distributor,Sea,Medium,Overstocked,1699,2137.0,2643.0,1766,15.26,3600.53,3813.08,0,9.58,80.87,74.22,0.64,76.61,25.57,67.74
East,Apparel,Regional,Local,Road,Medium,Stockout Risk,936,1163.0,1001.0,635,7.65,1627.76,1115.42,2,4.75,89.87,75.75,0.94,79.79,24.02,84.13
East,FMCG,Central,International,Road,Medium,Optimal,1484,1527.0,1845.0,930,8.48,2069.98,1891.53,2,4.16,79.06,97.1,0.8,85.15,16.31,81.16
West,Home Goods,Central,International,Air,Low,Optimal,745,856.0,882.0,674,12.51,2818.34,941.73,2,3.58,79.59,85.1,0.84,81.66,25.14,80.95
East,Industrial Supplies,Regional,Local,Sea,Medium,Optimal,1077,1133.0,1200.0,770,9.85,1223.3,2088.75,1,9.99,82.79,94.8,0.9,81.67,15.26,72.36
South,Electronics,Central,Local,Sea,Medium,Stockout Risk,1093,1102.0,1005.0,1136,22.57,1931.52,903.08,9,16.55,69.34,99.18,1.09,55.5,52.9,53.75
South,Apparel,Regional,Local,Road,Low,Optimal,712,691.0,1061.0,634,12.15,1437.18,1382.65,4,3.83,78.39,97.05,0.67,80.85,26.66,82.92
East,FMCG,Regional,Local,Sea,Medium,Overstocked,486,559.0,815.0,498,13.44,770.73,1415.96,1,9.57,70.98,84.98,0.6,75.7,22.78,70.58
North,FMCG,Central,Distributor,Sea,Medium,Optimal,1242,1262.0,1371.0,750,11.97,1743.78,1072.97,0,8.97,71.9,98.39,0.91,83.44,12.61,70.06
West,Apparel,Regional,Local,Air,Low,Optimal,761,760.0,901.0,380,2.64,2357.62,1772.3,2,1.76,81.85,99.87,0.84,89.21,9.36,86.21
South,FMCG,Central,Local,Road,High,Optimal,1596,1755.0,1905.0,1143,16.89,2096.26,2902.74,2,10.25,93.48,90.04,0.84,80.19,27.54,73.26
South,Industrial Supplies,Regional,Distributor,Sea,Medium,Stockout Risk,1078,937.0,713.0,782,16.19,3457.48,940.44,4,10.72,93.29,86.92,1.51,74.14,34.76,69.48
North,FMCG,Central,Local,Road,Low,Optimal,1072,1001.0,1240.0,681,5.5,1349.66,1077.88,3,3.91,69.31,93.38,0.86,79.43,18.15,80.21
East,Industrial Supplies,Central,Local,Road,Medium,Overstocked,1137,1112.0,1577.0,1091,15.63,1167.74,2892.59,0,7.8,97.6,97.8,0.72,90.83,16.51,81.29
North,Industrial Supplies,Central,Distributor,Sea,Medium,Optimal,941,807.0,905.0,1031,22.54,2712.28,790.6,0,15.05,69.23,85.76,1.04,72.27,28.24,55.12
West,FMCG,Central,Local,Road,Medium,Stockout Risk,1487,1498.0,1410.0,1127,17.1,1536.1,2160.54,4,7.19,83.85,99.26,1.05,79.62,30.73,77.63
West,FMCG,Central,Distributor,Sea,Low,Overstocked,901,1043.0,1299.0,962,15.73,2657.96,1752.12,3,8.56,76.83,84.24,0.69,73.46,32.03,70.49
North,Home Goods,Regional,Local,Sea,Medium,Optimal,923,1018.0,1052.0,831,17.57,1314.44,1491.22,1,10.42,88.94,89.71,0.88,80.99,25.02,73.15
North,Electronics,Local,Local,Road,Medium,Optimal,1888,1661.0,2571.0,1368,2.44,3565.57,2497.77,3,2.55,74.32,87.98,0.73,80.16,17.25,79.9
West,Industrial Supplies,Local,Distributor,Road,Medium,Optimal,1368,1250.0,1913.0,763,3.68,1488.24,1622.44,0,2.55,86.44,91.37,0.72,91.04,7.13,87.79
South,Industrial Supplies,Regional,International,Air,Medium,Optimal,362,331.0,472.0,282,8.13,1234.31,663.13,1,3.1,89.08,91.44,0.77,88.95,14.89,88.0
South,FMCG,Central,Distributor,Road,Medium,Optimal,1542,1440.0,1490.0,1442,14.63,2092.15,2472.93,0,11.36,94.33,93.39,1.03,84.91,17.28,71.3
North,Industrial Supplies,Local,International,Road,High,Optimal,1698,1717.0,1712.0,1368,10.97,3957.6,1296.62,0,7.29,80.88,98.88,0.99,87.54,11.42,71.59
North,FMCG,Local,International,Air,Low,Overstocked,780,710.0,1029.0,904,23.03,1612.74,1316.69,0,12.53,69.1,91.03,0.76,76.61,26.62,62.37
North,Apparel,Local,Distributor,Sea,Low,Overstocked,599,672.0,1041.0,954,21.48,1132.94,1115.2,1,12.4,72.79,87.81,0.58,74.31,29.69,64.72
East,FMCG,Regional,International,Sea,Medium,Stockout Risk,916,760.0,518.0,524,13.79,2716.82,352.47,3,10.21,68.9,82.97,1.77,69.39,30.6,64.69
South,Electronics,Central,Local,Sea,Low,Overstocked,538,553.0,831.0,669,19.65,1202.48,641.7,2,10.97,79.32,97.21,0.65,78.44,27.43,69.4
